Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
2179,Riqui Puig,es ESP,MF,Barcelona,es La Liga,21,1999,15,2,487,5.4,0.19,0.00,0.19,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,0.17,0.17,0.06,0.22,0.17,0.05,0.22,0.17,0.22,Matches,f090a37a
2180,Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,31,1990,37,37,3253,36.1,0.30,0.08,0.22,0.08,0.08,0.11,0.00,0.30,0.08,0.39,0.22,0.30,0.35,0.29,0.10,0.39,0.35,0.10,0.45,0.29,0.39,Matches,0745b37d
2181,Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,27,1994,6,4,341,3.8,0.00,0.26,0.00,0.00,0.00,0.53,0.00,0.00,0.26,0.26,0.00,0.26,0.03,0.03,0.18,0.21,0.03,0.18,0.21,0.03,0.21,Matches,4611e028
2182,Christian Pulisic,us USA,MFFW,Chelsea,eng Premier League,22,1998,22,13,1290,14.3,0.42,0.14,0.42,0.00,0.00,0.14,0.00,0.42,0.14,0.56,0.42,0.56,0.31,0.31,0.13,0.44,0.31,0.13,0.44,0.31,0.44,Matches,1bf33a9a
2183,Afimico Pululu,fr FRA,FWMF,Greuther Fürth,de Bundesliga,22,1999,8,0,70,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,0.13,0.00,0.13,0.13,0.13,Matches,32c016f8
2184,Ignacio Pussetto,ar ARG,FWMF,Udinese,it Serie A,25,1995,28,11,1204,13.4,0.30,0.30,0.22,0.07,0.07,0.30,0.00,0.30,0.30,0.60,0.22,0.52,0.34,0.28,0.19,0.47,0.34,0.19,0.53,0.28,0.47,Matches,62437b4f
2185,Niklas Pyyhtiä,fi FIN,MF,Bologna,it Serie A,17,2003,1,0,19,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,88f53b75
2186,Przemysław Płacheta,pl POL,MFFW,Norwich City,eng Premier League,23,1998,12,6,504,5.6,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.14,0.25,0.10,0.15,0.25,0.10,0.25,Matches,3c33f9d9
2187,Yacine Qasmi,ma MAR,FW,Rayo Vallecano,es La Liga,30,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3b3cbebb
2188,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,38,1983,33,19,1664,18.5,0.22,0.11,0.16,0.05,0.05,0.11,0.00,0.22,0.11,0.32,0.16,0.27,0.28,0.24,0.10,0.34,0.28,0.10,0.38,0.24,0.34,Matches,ee4f2f3b
2189,Quini,es ESP,DF,Granada,es La Liga,31,1989,32,27,2304,25.6,0.00,0.04,0.00,0.00,0.00,0.43,0.00,0.00,0.04,0.04,0.00,0.04,0.03,0.03,0.06,0.09,0.03,0.06,0.09,0.03,0.09,Matches,7a538238
2190,Dani Raba,es ESP,MFFW,Villarreal,es La Liga,25,1995,7,0,89,1.0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.33,0.33,0.00,0.33,Matches,ea6a7ab4
2191,Dani Raba,es ESP,MF,Granada,es La Liga,25,1995,2,0,26,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ea6a7ab4
2192,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,26,1995,32,28,2285,25.4,0.00,0.08,0.00,0.00,0.00,0.20,0.00,0.00,0.08,0.08,0.00,0.08,0.09,0.09,0.08,0.17,0.09,0.08,0.17,0.09,0.17,Matches,8794e251
2193,Uroš Račić,rs SRB,MF,Valencia,es La Liga,23,1998,28,13,1206,13.4,0.00,0.00,0.00,0.00,0.00,0.22,0.07,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.04,0.13,0.09,0.04,0.13,0.09,0.13,Matches,faed84db
2194,Nemanja Radoja,rs SRB,MF,Levante,es La Liga,28,1993,19,17,1214,13.5,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.07,0.03,0.05,0.07,0.03,0.07,Matches,b5dd3469
2195,Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,25,1996,1,0,18,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.94,0.94,0.00,0.94,Matches,0630eb63
2196,Ivan Radovanović,rs SRB,DFMF,Salernitana,it Serie A,32,1988,14,12,1053,11.7,0.09,0.09,0.09,0.00,0.00,0.34,0.00,0.09,0.09,0.17,0.09,0.17,0.09,0.09,0.11,0.21,0.09,0.11,0.20,0.09,0.20,Matches,023937a9
2197,Ionuț Radu,ro ROU,GK,Inter,it Serie A,24,1997,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,67f649be
2198,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,34,1986,10,6,556,6.2,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.01,0.00,0.01,0.01,0.01,Matches,53de807a
2199,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,25,1996,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0dfce079
2200,Sidney Raebiger,de GER,MF,RB Leipzig,de Bundesliga,16,2005,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a8090a41
2201,Rafinha,br BRA,MF,Real Sociedad,es La Liga,28,1993,17,13,1050,11.7,0.09,0.00,0.09,0.00,0.00,0.26,0.00,0.09,0.00,0.09,0.09,0.09,0.22,0.22,0.05,0.27,0.22,0.05,0.27,0.22,0.27,Matches,0c2ac3cb
2202,Rafinha,br BRA,FWMF,Paris S-G,fr Ligue 1,28,1993,5,3,220,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.04,0.21,0.16,0.04,0.20,0.16,0.20,Matches,0c2ac3cb
2203,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,29,1991,17,17,1530,17.0,0.12,0.00,0.12,0.00,0.00,0.47,0.00,0.12,0.00,0.12,0.12,0.12,0.05,0.05,0.00,0.05,0.05,0.00,0.05,0.05,0.05,Matches,b857bd29
2204,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,17,2004,1,1,74,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,0.15,0.00,0.15,0.15,0.15,Matches,ce1a6c7e
2205,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,1995,38,38,3420,38.0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,58ad9383
2206,Jesuran Rak Sakyi,eng ENG,FWMF,Crystal Palace,eng Premier League,18,2002,2,1,80,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,45685411
2207,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,33,1988,35,26,2182,24.2,0.17,0.25,0.12,0.04,0.08,0.21,0.00,0.16,0.25,0.41,0.12,0.37,0.15,0.08,0.14,0.22,0.15,0.14,0.29,0.08,0.22,Matches,89f951b5
2208,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b90c4a43
2209,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,28,1993,3,3,243,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,0.03,0.00,0.03,0.03,0.03,Matches,be3a0121
2210,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,35,1985,17,14,1171,13.0,0.23,0.00,0.23,0.00,0.00,0.08,0.00,0.23,0.00,0.23,0.23,0.23,0.06,0.06,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches,8dbff17c
2211,Sandro Ramírez,es ESP,FW,Getafe,es La Liga,26,1995,29,19,1462,16.2,0.19,0.00,0.19,0.00,0.00,0.43,0.00,0.18,0.00,0.18,0.18,0.18,0.24,0.24,0.06,0.30,0.24,0.06,0.30,0.24,0.30,Matches,833fb62e
2212,Guilherme Ramos,pt POR,DF,Arminia,de Bundesliga,23,1997,13,9,906,10.1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.04,Matches,df9c3473
2213,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,35,1986,12,8,801,8.9,0.22,0.00,0.22,0.00,0.00,0.34,0.11,0.22,0.00,0.22,0.22,0.22,0.24,0.24,0.00,0.24,0.24,0.00,0.24,0.24,0.24,Matches,08511d65
2214,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34,34,3060,34.0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,466fb2c5
2215,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,30,1990,3,1,99,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,0.09,0.00,0.09,Matches,ef619b0b
2216,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,20,2001,34,29,2467,27.4,0.22,0.04,0.22,0.00,0.00,0.22,0.00,0.22,0.04,0.26,0.22,0.26,0.16,0.16,0.08,0.24,0.17,0.08,0.24,0.17,0.24,Matches,1544f145
2217,Luca Ranieri,it ITA,DF,Salernitana,it Serie A,22,1999,27,25,2103,23.4,0.04,0.00,0.04,0.00,0.00,0.38,0.00,0.04,0.00,0.04,0.04,0.04,0.03,0.03,0.06,0.09,0.03,0.06,0.09,0.03,0.09,Matches,8c63fae5
2218,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,33,1988,6,3,341,3.8,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,0.12,0.00,0.12,0.12,0.12,Matches,539230cf
2219,Raphinha,br BRA,MFFW,Leeds United,eng Premier League,24,1996,35,34,2915,32.4,0.34,0.09,0.22,0.12,0.12,0.22,0.00,0.34,0.09,0.43,0.22,0.31,0.35,0.25,0.26,0.51,0.35,0.26,0.60,0.25,0.51,Matches,3423f250
2220,Tobias Raschl,de GER,MF,Greuther Fürth,de Bundesliga,21,2000,10,7,597,6.6,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,0.03,0.03,0.02,0.05,0.03,0.01,0.04,0.03,0.04,Matches,bd992863
2221,Elba Rashani,xk KVX,MFFW,Clermont Foot,fr Ligue 1,28,1993,29,22,1759,19.5,0.41,0.15,0.41,0.00,0.00,0.15,0.00,0.41,0.15,0.56,0.41,0.56,0.26,0.26,0.13,0.39,0.26,0.13,0.39,0.26,0.39,Matches,25749008
2222,Marcus Rashford,eng ENG,MFFW,Manchester Utd,eng Premier League,23,1997,25,13,1235,13.7,0.29,0.15,0.29,0.00,0.00,0.15,0.00,0.29,0.15,0.44,0.29,0.44,0.23,0.23,0.15,0.37,0.23,0.15,0.38,0.23,0.38,Matches,a1d5bd30
2223,Milot Rashica,xk KVX,MFFW,Norwich City,eng Premier League,25,1996,31,25,2229,24.8,0.04,0.08,0.04,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,0.13,0.13,0.10,0.23,0.12,0.10,0.23,0.12,0.23,Matches,6c6a3300
2224,Giacomo Raspadori,it ITA,MFFW,Sassuolo,it Serie A,21,2000,36,32,2740,30.4,0.33,0.13,0.33,0.00,0.00,0.30,0.03,0.33,0.13,0.46,0.33,0.46,0.27,0.27,0.13,0.40,0.27,0.13,0.40,0.27,0.40,Matches,6e058f06
2225,Raúl,es ESP,MFDF,Betis,es La Liga,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,18f0a9f0
2226,David Raum,de GER,DFFW,Hoffenheim,de Bundesliga,23,1998,32,31,2757,30.6,0.10,0.36,0.10,0.00,0.00,0.16,0.00,0.10,0.36,0.46,0.10,0.46,0.07,0.07,0.42,0.48,0.07,0.41,0.48,0.07,0.48,Matches,7d450ed3
2227,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d7a35008
2228,David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24,24,2160,24.0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,98ea5115
2229,Ante Rebić,hr CRO,MFFW,Milan,it Serie A,27,1993,24,6,891,9.9,0.20,0.20,0.20,0.00,0.00,0.20,0.00,0.20,0.20,0.40,0.20,0.40,0.29,0.29,0.46,0.76,0.29,0.47,0.76,0.29,0.76,Matches,536cebe5
2230,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,26,1995,25,22,1772,19.7,0.00,0.10,0.00,0.00,0.00,0.15,0.00,0.00,0.10,0.10,0.00,0.10,0.04,0.04,0.11,0.14,0.04,0.11,0.14,0.04,0.14,Matches,6213fd82
2231,Lluís Recasens,es ESP,DF,Espanyol,es La Liga,19,2002,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c31ea173
2232,Nathan Redmond,eng ENG,MFFW,Southampton,eng Premier League,27,1994,27,20,1833,20.4,0.05,0.25,0.05,0.00,0.00,0.00,0.00,0.05,0.25,0.29,0.05,0.29,0.10,0.10,0.20,0.30,0.10,0.20,0.30,0.10,0.30,Matches,ab651565
2233,Sergio Reguilón,es ESP,DFMF,Tottenham,eng Premier League,24,1996,25,22,1916,21.3,0.09,0.14,0.09,0.00,0.00,0.19,0.00,0.09,0.14,0.23,0.09,0.23,0.15,0.15,0.16,0.31,0.15,0.16,0.31,0.15,0.31,Matches,3353737a
2234,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21,21,1890,21.0,0.00,0.00,0.00,0.00,0.00,0.24,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,605eb473
2235,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15,15,1350,15.0,0.00,0.07,0.00,0.00,0.00,0.20,0.00,0.00,0.07,0.07,0.00,0.07,0.00,0.00,0.03,0.03,0.00,0.03,0.03,0.00,0.03,Matches,e358587b
2236,Jeff Reine-Adélaïde,fr FRA,MFDF,Lyon,fr Ligue 1,23,1998,10,1,198,2.2,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.00,0.45,0.23,0.23,0.55,0.82,0.25,0.56,0.81,0.25,0.81,Matches,d504b3e1
2237,Reinier,br BRA,MFFW,Dortmund,de Bundesliga,19,2002,13,1,162,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,0.13,0.00,0.13,0.13,0.13,Matches,6b21b7b5
2238,Karim Rekik,nl NED,DF,Sevilla,es La Liga,26,1994,18,11,1098,12.2,0.00,0.16,0.00,0.00,0.00,0.16,0.00,0.00,0.16,0.16,0.00,0.16,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.06,Matches,3376a776
2239,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35,35,3150,35.0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,374ee424
2240,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,22,1998,5,1,55,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.09,0.09,0.00,0.09,Matches,4bd00a50
2241,Panagiotis Retsos,gr GRE,DFMF,Leverkusen,de Bundesliga,22,1998,4,0,32,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,0.15,0.00,0.15,0.15,0.15,Matches,4bd00a50
2242,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,32,1989,29,29,2503,27.8,0.32,0.47,0.32,0.00,0.00,0.07,0.00,0.32,0.47,0.79,0.32,0.79,0.39,0.39,0.30,0.69,0.39,0.30,0.69,0.39,0.69,Matches,36a3ff67
2243,Elvis Rexhbeçaj,de GER,MF,Bochum,de Bundesliga,23,1997,32,30,2542,28.2,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.10,0.05,0.05,0.10,0.05,0.10,Matches,1ae836b1
2244,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,18,2002,10,6,439,4.9,0.41,0.20,0.41,0.00,0.00,0.00,0.00,0.41,0.21,0.62,0.41,0.62,0.33,0.33,0.43,0.76,0.33,0.42,0.76,0.33,0.76,Matches,7fa4e703
2245,Bryan Reynolds,us USA,DF,Roma,it Serie A,20,2001,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2306bf5c
2246,Nico Ribaudo,es ESP,MF,Espanyol,es La Liga,20,2001,31,7,1116,12.4,0.16,0.00,0.16,0.00,0.00,0.40,0.08,0.16,0.00,0.16,0.16,0.16,0.10,0.10,0.13,0.23,0.10,0.13,0.22,0.10,0.22,Matches,ce8039aa
2247,Tiago Ribeiro,pt POR,MF,Monaco,fr Ligue 1,19,2002,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,507d7569
2248,Franck Ribéry,fr FRA,MFFW,Salernitana,it Serie A,38,1983,23,16,1421,15.8,0.00,0.13,0.00,0.00,0.00,0.19,0.06,0.00,0.13,0.13,0.00,0.13,0.06,0.06,0.24,0.30,0.06,0.24,0.30,0.06,0.30,Matches,f61c7c4e
2249,Samuele Ricci,it ITA,MF,Torino,it Serie A,19,2001,12,9,722,8.0,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.05,0.13,0.07,0.05,0.12,0.07,0.12,Matches,9823be92
2250,Samuele Ricci,it ITA,MF,Empoli,it Serie A,19,2001,21,17,1530,17.0,0.06,0.06,0.06,0.00,0.00,0.06,0.06,0.06,0.06,0.12,0.06,0.12,0.02,0.02,0.02,0.04,0.02,0.02,0.03,0.02,0.03,Matches,9823be92
2251,Declan Rice,eng ENG,MF,West Ham,eng Premier League,22,1999,36,35,3179,35.3,0.03,0.11,0.03,0.00,0.00,0.23,0.00,0.03,0.11,0.14,0.03,0.14,0.05,0.05,0.06,0.10,0.05,0.06,0.11,0.05,0.11,Matches,1c7012b8
2252,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21,2000,19,13,1304,14.5,0.07,0.07,0.07,0.00,0.00,0.07,0.00,0.07,0.07,0.14,0.07,0.14,0.10,0.10,0.03,0.13,0.10,0.03,0.13,0.10,0.13,Matches,0a3d6d2b
2253,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0a3d6d2b
2254,Omar Richards,eng ENG,DF,Bayern Munich,de Bundesliga,23,1998,12,5,438,4.9,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.04,0.12,0.08,0.04,0.11,0.08,0.11,Matches,f9b1b7bf
2255,Taylor Richards,eng ENG,MF,Brighton,eng Premier League,20,2000,2,0,25,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.17,0.09,0.17,Matches,e0243d23
2256,Richarlison,br BRA,FWMF,Everton,eng Premier League,24,1997,30,28,2523,28.0,0.36,0.18,0.25,0.11,0.11,0.32,0.00,0.36,0.18,0.54,0.25,0.43,0.36,0.28,0.15,0.43,0.36,0.15,0.51,0.27,0.43,Matches,fa031b34
2257,Marco Richter,de GER,MFFW,Hertha BSC,de Bundesliga,23,1997,30,19,1704,18.9,0.26,0.05,0.26,0.00,0.00,0.32,0.00,0.26,0.05,0.32,0.26,0.32,0.21,0.21,0.10,0.31,0.21,0.10,0.31,0.21,0.31,Matches,f972644c
2258,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,28,1993,21,19,1644,18.3,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.08,0.03,0.06,0.08,0.03,0.08,Matches,d9ba39fc
2259,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14,14,1260,14.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5f0241b2
2260,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27,1993,1,0,23,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5f0241b2
2261,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,24,1996,3,1,118,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.09,0.09,0.00,0.09,Matches,7a1f2c08
2262,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,1988,31,31,2790,31.0,0.00,0.03,0.00,0.00,0.03,0.06,0.00,0.00,0.03,0.03,0.00,0.03,0.03,0.00,0.01,0.01,0.03,0.01,0.04,0.00,0.01,Matches,9f941969
2263,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33,1988,7,1,163,1.8,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.03,0.03,0.00,0.03,Matches,f1cfc209
2264,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33,1988,17,13,1166,13.0,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.03,0.02,0.01,0.03,0.02,0.03,Matches,f1cfc209
2265,Luis Rioja,es ESP,MFFW,Alavés,es La Liga,27,1993,37,36,3111,34.6,0.03,0.09,0.03,0.00,0.00,0.09,0.00,0.03,0.09,0.12,0.03,0.12,0.11,0.11,0.15,0.26,0.11,0.15,0.26,0.11,0.26,Matches,eb3dd471
2266,Renaud Ripart,fr FRA,MFFW,Troyes,fr Ligue 1,28,1993,28,22,1893,21.0,0.10,0.10,0.10,0.00,0.00,0.10,0.00,0.10,0.10,0.19,0.10,0.19,0.20,0.20,0.10,0.30,0.19,0.11,0.30,0.19,0.30,Matches,beae3a73
2267,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,25,1995,29,19,1803,20.0,0.05,0.15,0.05,0.00,0.00,0.15,0.05,0.05,0.15,0.20,0.05,0.20,0.03,0.03,0.07,0.11,0.04,0.07,0.11,0.04,0.11,Matches,ea0aa7e0
2268,Matt Ritchie,sct SCO,DF,Newcastle Utd,eng Premier League,31,1989,18,14,1337,14.9,0.00,0.13,0.00,0.00,0.00,0.34,0.00,0.00,0.13,0.13,0.00,0.13,0.07,0.07,0.18,0.25,0.07,0.18,0.25,0.07,0.25,Matches,71ef519e
2269,Maxence Rivera,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2002,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,46a7b605
2270,Rober,es ESP,DF,Levante,es La Liga,26,1995,27,21,2010,22.3,0.04,0.00,0.04,0.00,0.00,0.22,0.04,0.04,0.00,0.04,0.04,0.04,0.06,0.06,0.01,0.08,0.06,0.01,0.07,0.06,0.07,Matches,c00097d2
2271,Sergi Roberto,es ESP,MFDF,Barcelona,es La Liga,29,1992,9,4,400,4.4,0.45,0.23,0.45,0.00,0.00,0.23,0.00,0.45,0.23,0.68,0.45,0.68,0.34,0.34,0.11,0.45,0.33,0.11,0.44,0.33,0.44,Matches,335fa267
2272,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,25,1995,21,19,1692,18.8,0.05,0.05,0.05,0.00,0.00,0.11,0.00,0.05,0.05,0.11,0.05,0.11,0.03,0.03,0.09,0.11,0.02,0.08,0.11,0.02,0.11,Matches,24fae784
2273,Patrick Roberts,eng ENG,MF,Troyes,fr Ligue 1,24,1997,1,0,14,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,0.00,2.50,3.00,0.00,3.00,3.00,3.00,Matches,59d93937
2274,Tyler Roberts,wls WAL,MFFW,Leeds United,eng Premier League,22,1999,23,7,987,11.0,0.09,0.09,0.09,0.00,0.00,0.45,0.00,0.09,0.09,0.18,0.09,0.18,0.22,0.22,0.13,0.35,0.22,0.13,0.35,0.22,0.35,Matches,6c17e046
